time,plasma_current
0.38299966,626.35315
0.3831997,626.6557
0.38339972,625.6707
0.38359976,624.9921
0.3837998,624.7997
0.3839996,624.47363
0.38419962,624.1246
0.38439965,623.7092
0.3845997,623.59247
0.38479972,623.6236
0.38499975,622.9692
0.3851998,622.572
0.38539982,623.4645
0.3855996,623.7796
0.38579965,624.15216
0.38599968,624.26294
0.3861997,623.8247
0.38639975,624.27734
0.38659978,623.6616
0.3867998,623.04364
0.3869996,623.147
0.38719964,623.66455
0.38739967,624.0865
0.3875997,623.8073
0.38779974,624.1436
0.38799977,624.2157
0.3881998,624.2739
0.3883996,623.78375
0.38859963,623.97455
0.38879967,624.44244
0.3889997,625.40015
0.38919973,625.7522
0.38939977,625.74133
0.3895998,626.0219
0.3897996,626.0351
0.38999963,625.2233
0.39019966,625.00696
0.3903997,624.9596
0.39059973,624.7327
0.39079976,622.7058
0.3909998,624.1555
0.3911996,625.19037
0.39139962,626.3942
0.39159966,626.0342
0.3917997,625.43445
0.39199972,625.25195
0.39219975,625.6962
0.3923998,625.5196
0.39259958,624.9399
0.39279962,624.08575
0.39299965,623.68427
0.39319968,623.34644
0.39339972,622.4455
0.39359975,622.4154
0.39379978,622.9103
0.39399981,622.7152
0.3941996,622.384
0.39439964,621.8827
0.39459968,621.3312
0.3947997,621.08813
0.39499974,620.18744
0.39519978,620.1123
0.3953998,620.60596
0.3955996,621.2878
0.39579964,621.67017
0.39599967,621.5582
0.3961997,621.7036
0.39639974,621.93396
0.39659977,621.5421
0.3967998,621.69965
0.3969996,622.0881
0.39719963,622.80963
0.39739966,623.30853
0.3975997,623.09875
0.39779973,623.15247
0.39799976,623.4086
0.3981998,623.21313
0.3983996,622.8325
0.39859962,622.2123
0.39879966,623.4284
0.3989997,625.43054
0.39919972,626.165
0.39939976,626.0584
0.3995998,626.24365
0.3997996,626.196
0.39999962,624.9188
0.40019965,624.96454
0.40039968,624.7058
0.40059972,624.54346
0.40079975,624.4056
0.40099978,623.8885
0.40119982,623.2934
0.4013996,623.0523
0.40159965,622.556
0.40179968,622.0048
0.4019997,622.21277
0.40219975,622.7567
0.40239978,623.11365
0.4025998,623.03625
0.4027996,622.9876
0.40299964,622.7515
0.40319967,622.60114
0.4033997,622.0509
0.40359974,622.1719
0.40379977,622.2784
0.4039998,622.5213
0.4041996,622.7047
0.40439963,621.9258
0.40459967,622.11475
0.4047997,622.23535
0.40499973,622.0804
0.40519977,622.1796
0.4053998,622.5706
0.4055996,623.2353
0.40579963,625.0466
0.40599966,625.8582
0.4061997,625.547
0.40639973,625.50616
0.40659976,624.7087
0.4067998,624.7368
0.4069996,624.9555
0.40719962,625.6388
0.40739965,624.099
0.4075997,624.00555
0.40779972,623.6877
0.40799975,623.4333
0.4081998,623.6703
0.40839958,623.54083
0.40859962,624.0852
0.40879965,624.68787
0.40899968,625.219
0.4091997,625.4953
0.40939975,625.5307
0.40959978,625.3781
0.4097998,625.703
0.4099996,624.9022
0.41019964,624.8321
0.41039968,625.2101
0.4105997,625.6267
0.41079974,625.90265
0.41099977,625.9759
0.4111998,625.9674
0.4113996,625.66016
0.41159964,624.12396
0.41179967,626.1862
0.4119997,627.89496
0.41219974,629.1431
0.41239977,629.3461
0.4125998,629.35046
0.4127996,629.0551
0.41299963,629.3759
0.41319966,629.16907
0.4133997,628.3134
0.41359973,628.5812
0.41379976,628.76294
0.4139998,629.02075
0.4141996,628.894
0.41439962,628.5428
0.41459966,628.5704
0.4147997,628.3117
0.41499972,627.5237
0.41519976,627.6301
0.4153998,627.7823
0.41559958,628.0045
0.41579962,627.5576
0.41599965,629.3766
0.41619968,629.79974
0.41639972,629.6896
0.41659975,628.1094
0.41679978,626.4779
0.41699982,626.5579
0.4171996,626.73444
0.41739964,626.9876
0.41759968,626.6117
0.4177997,626.5873
0.41799974,626.49
0.41819978,626.23364
0.4183998,626.0375
0.4185996,626.4339
0.41879964,627.1262
0.41899967,627.82556
0.4191997,628.1914
0.41939974,628.0385
0.41959977,628.3346
0.4197998,628.6591
0.4199996,628.01794
0.42019963,628.3056
0.42039967,628.6829
0.4205997,629.36224
0.42079973,629.3844
0.42099977,629.1812
0.4211998,629.15424
0.4213996,626.3342
0.42159963,626.61334
0.42179966,628.9516
0.4219997,630.3209
0.42219973,631.1404
0.42239976,631.3944
0.4225998,630.9394
0.4227996,630.8032
0.42299962,630.8589
0.42319965,630.5452
0.4233997,629.9021
0.42359972,630.03156
0.42379975,629.86456
0.4239998,630.4997
0.42419958,630.0938
0.4243996,630.05096
0.42459965,629.5518
0.42479968,629.4561
0.4249997,628.7756
0.42519975,628.4701
0.42539978,628.68274
0.4255998,629.28326
0.4257996,629.6383
0.42599964,629.7045
0.42619967,629.70483
0.4263997,629.92944
0.42659974,627.14197
0.42679977,629.24133
0.4269998,630.65216
0.4271996,631.37585
0.42739964,631.2927
0.42759967,630.54114
0.4277997,630.1658
0.42799973,630.0469
0.42819977,629.4873
0.4283998,628.9697
0.4285996,629.02344
0.42879963,629.7607
0.42899966,630.2078
0.4291997,630.56805
0.42939973,630.5877
0.42959976,630.3657
0.4297998,630.4529
0.4299996,629.3816
0.43019962,629.2077
0.43039966,628.9849
0.4305997,629.28986
0.43079972,628.5118
0.43099976,628.4969
0.4311998,629.32416
0.43139958,629.6739
0.43159962,628.9215
0.43179965,628.21216
0.43199968,627.7609
0.43219972,628.2903
0.43239975,628.17975
0.43259978,628.395
0.43279982,627.98553
0.4329996,627.92584
0.43319964,627.6522
0.43339968,626.8702
0.4335997,627.4005
0.43379974,627.1816
0.43399978,627.77106
0.4341998,627.24664
0.4343996,623.7874
0.43459964,624.8768
0.43479967,625.9338
0.4349997,625.7168
0.43519974,625.76544
0.43539977,626.24963
0.4355998,627.31494
0.4357996,626.89526
0.43599963,626.2764
0.43619967,625.9811
0.4363997,625.922
0.43659973,625.64655
0.43679976,625.69037
0.4369998,626.17163
0.4371996,626.8198
0.43739963,626.98895
0.43759966,626.9635
0.4377997,626.61365
0.43799973,626.5877
0.43819976,626.41455
0.4383998,626.27264
0.4385996,626.56744
0.43879962,627.099
0.43899965,627.74005
0.4391997,628.0337
0.43939972,628.18896
0.43959975,628.16705
0.4397998,628.3145
0.43999982,627.5738
0.4401996,627.94104
0.44039965,628.0864
0.44059968,628.85156
0.4407997,628.975
0.44099975,628.762
0.44119978,628.80927
0.4413998,628.72015
0.4415996,628.2533
0.44179964,625.6955
0.44199967,627.213
0.4421997,629.13
0.44239974,629.9233
0.44259977,629.50476
0.4427998,629.03064
0.4429996,628.68933
0.44319963,628.14197
0.44339967,627.3501
0.4435997,626.72424
0.44379973,626.0358
0.44399977,625.2239
0.4441998,624.6076
0.4443996,624.03284
0.44459963,623.64056
0.44479966,623.4189
0.4449997,622.7871
0.44519973,622.44836
0.44539976,622.7378
0.4455998,623.3026
0.4457996,623.54614
0.44599962,623.616
0.44619966,623.5566
0.4463997,623.8485
0.44659972,623.7897
0.44679976,624.0466
0.4469998,624.5325
0.44719958,625.0617
0.44739962,624.71875
0.44759965,623.0847
0.44779968,625.21454
0.44799972,626.3261
0.44819975,626.654
0.44839978,625.9096
0.44859982,625.7603
0.4487996,626.3888
0.44899964,626.82465
0.44919968,627.10956
0.4493997,627.1737
0.44959974,627.2345
0.44979978,627.36115
0.4499998,626.673
0.4501996,626.6272
0.45039964,626.92145
0.45059967,627.042
0.4507997,627.2641
0.45099974,627.2186
0.45119977,626.983
0.4513998,626.8896
0.4515996,626.3334
0.45179963,626.43536
0.45199966,626.7196
0.4521997,627.43115
0.45239973,627.27246
0.45259976,625.95935
0.4527998,627.7817
0.4529996,628.8221
0.45319963,628.1951
0.45339966,627.0453
0.4535997,626.68665
0.45379972,626.14075
0.45399976,626.2539
0.4541998,625.7141
0.4543996,625.2178
0.45459962,624.96204
0.45479965,623.0456
0.4549997,622.67755
0.45519972,622.67456
0.45539975,623.2116
0.45559978,623.8428
0.45579982,623.7929
0.4559996,623.7791
0.45619965,623.95966
0.45639968,623.9832
0.4565997,623.7385
0.45679975,623.8521
0.45699978,624.1061
0.4571998,624.76385
0.4573996,624.8568
0.45759964,625.0341
0.45779967,621.619
0.4579997,623.7095
0.45819974,625.0576
0.45839977,625.78784
0.4585998,625.9851
0.4587996,626.3646
0.45899963,626.79504
0.45919967,626.8216
0.4593997,626.54517
0.45959973,626.6023
0.45979977,626.4364
0.4599998,626.1284
0.4601996,626.2894
0.46039963,626.4968
0.46059966,626.9961
0.4607997,626.9542
0.46099973,626.71545
0.46119976,626.55084
0.4613998,626.35864
0.4615996,625.58984
0.46179962,625.3906
0.46199965,625.67914
0.4621997,626.0914
0.46239972,626.4494
0.46259975,626.43146
0.4627998,626.4605
0.46299958,624.5038
0.46319962,626.064
0.46339965,626.48236
0.46359968,626.1615
0.46379972,625.22845
0.46399975,625.4703
0.46419978,624.203
0.4643998,623.5515
0.4645996,623.1633
0.46479964,622.6582
0.46499968,622.24493
0.4651997,622.082
0.46539974,622.6122
0.46559978,623.2091
0.4657998,623.6195
0.4659996,623.7435
0.46619964,623.89453
0.46639967,624.32227
0.4665997,623.9446
0.46679974,624.4093
0.46699977,624.82983
0.4671998,625.103
0.4673996,625.5162
0.46759963,625.25073
0.46779966,625.40094
0.4679997,625.0913
0.46819973,624.8841
0.46839976,624.6023
0.4685998,625.0973
0.4687996,625.79095
0.46899962,626.28455
0.46919966,626.4817
0.4693997,626.7949
0.46959972,626.6897
0.46979976,626.6309
0.4699998,625.83496
0.47019958,623.9789
0.47039962,626.0823
0.47059965,627.37177
0.47079968,627.66675
0.47099972,626.8567
0.47119975,626.3417
0.47139978,626.0354
0.47159982,625.26495
0.4717996,625.0934
0.47199965,625.2344
0.47219968,625.5518
0.4723997,625.5697
0.47259974,625.5875
0.47279978,625.3677
0.4729998,624.8299
0.4731996,624.3933
0.47339964,623.95825
0.47359967,623.6298
0.4737997,622.6562
0.47399974,619.9268
0.47419977,621.6888
0.4743998,623.0496
0.4745996,623.2485
0.47479963,622.37683
0.47499967,621.5651
0.4751997,621.8407
0.47539973,621.82465
0.47559977,622.24615
0.4757998,622.65155
0.4759996,622.679
0.47619963,622.6285
0.47639966,622.84753
0.4765997,623.0616
0.47679973,623.6025
0.47699976,623.8414
0.4771998,624.23486
0.4773996,624.59265
0.47759962,624.29065
0.47779965,624.2419
0.4779997,623.9273
0.47819972,623.90485
0.47839975,624.1011
0.4785998,624.5342
0.47879958,625.2302
0.4789996,625.7178
0.47919965,626.1035
0.47939968,626.2331
0.4795997,626.44073
0.47979975,626.379
0.47999978,625.7403
0.4801998,625.756
0.4803996,626.2047
0.48059964,625.80743
0.48079967,624.8283
0.4809997,626.68964
0.48119974,626.9541
0.48139977,626.9974
0.4815998,626.4816
0.4817996,626.1739
0.48199964,625.53265
0.48219967,624.9609
0.4823997,625.9167
0.48259974,625.7136
0.48279977,625.1171
0.4829998,624.566
0.4831996,623.7307
0.48339963,623.29004
0.48359966,623.4111
0.4837997,623.38446
0.48399973,623.92755
0.48419976,623.2941
0.4843998,622.8825
0.4845996,622.5024
0.48479962,622.0863
0.48499966,621.9587
0.4851997,621.6892
0.48539972,621.84045
0.48559976,622.3701
0.4857998,622.50183
0.48599958,622.7188
0.48619962,622.43225
0.48639965,622.75397
0.48659968,622.4432
0.48679972,622.9555
0.48699975,623.1217
0.48719978,623.4836
0.48739982,623.9876
0.4875996,623.9981
0.48779964,624.03235
0.48799968,623.8816
0.4881997,623.70935
0.48839974,623.5904
0.48859978,623.6861
0.4887998,624.1232
0.4889996,624.5743
0.48919964,624.9835
0.48939967,624.8062
0.4895997,624.33325
0.48979974,624.03204
0.48999977,623.759
0.4901998,623.12445
0.4903996,623.28
0.49059963,623.5426
0.49079967,623.7382
0.4909997,623.46063
0.49119973,623.2235
0.49139977,622.94525
0.4915998,622.7085
0.4917996,620.3214
0.49199963,622.17816
0.49219966,624.4921
0.4923997,624.95264
0.49259973,624.15796
0.49279976,623.5091
0.4929998,622.95013
0.4931996,622.49457
0.49339962,622.2142
0.49359965,622.1301
0.4937997,622.37103
0.49399972,622.2989
0.49419975,622.00726
0.4943998,621.8241
0.49459958,621.6671
0.4947996,621.06934
0.49499965,620.7474
0.49519968,621.1124
0.4953997,621.56396
0.49559975,621.82
0.49579978,622.12756
0.4959998,622.2399
0.4961996,618.3859
0.49639964,621.258
0.49659967,623.8086
0.4967997,625.4257
0.49699974,626.0347
0.49719977,625.1007
0.4973998,623.36304
0.4975996,621.2564
0.49779963,619.8071
0.49799967,618.8887
0.4981997,618.56274
0.49839973,618.678
0.49859977,619.06445
0.4987998,619.6517
0.4989996,620.3525
0.49919963,620.6473
0.49939966,620.5459
0.4995997,620.2732
0.49979973,619.9958
0.49999976,619.62683
